"type","Status","Amount_In_Dollars","Market_Title","Market_Id","Original_Date","Filled","Canceled_By_You","Canceled_By_NSF","Canceled_By_Closing","Original_Placed","Remaining","Price_In_Cents","Fee_In_Dollars","Traded_Time","Direction","Settled_Time","Result","Profit_In_Dollars","Yes_Contracts_Owned","Yes_Contracts_Average_Price_In_Cents","No_Contracts_Owned","No_Contracts_Average_Price_In_Cents","Deposit_Type","Last_Updated"
"Trade","","1,000","Will the **high temp in NYC** be 57-58° on Feb 28 2024?","2656c413-a1ff-4927-83c6-33473d9d8442","Feb 28, 2024","","","","","","","50","17.50","Feb 28, 2024 at 10:00AM EST","No","","","","","","","","",""
"Trade","","100","Will the **high temp in NYC** be 61-62° on Feb 28 2024?","e9ad4f2c-314e-4686-a5e4-c8b73c832509","Feb 28, 2024","","","","","","","80","1.12","Feb 28, 2024 at 9:59AM EST","Yes","","","","","","","","",""
"Trade","","50","Will the **high temp in Miami** be 78-79° on Feb 27 2024?","f74a1188-e35f-493c-9e0f-dba0ac581322","Feb 27, 2024","","","","","","","75","0.66","Feb 27, 2024 at 10:29PM EST","No","","","","","","","","",""
"Trade","","524","Will the **high temp in Miami** be 78-79° on Feb 27 2024?","f74a1188-e35f-493c-9e0f-dba0ac581322","Feb 27, 2024","","","","","","","50","9.17","Feb 27, 2024 at 10:29PM EST","No","","","","","","","","",""
"Trade","","1","Will the **high temp in Miami** be 78-79° on Feb 27 2024?","f74a1188-e35f-493c-9e0f-dba0ac581322","Feb 27, 2024","","","","","","","80","0.02","Feb 27, 2024 at 10:29PM EST","No","","","","","","","","",""
"Trade","","100","Will the **high temp in Miami** be 76-77° on Feb 27 2024?","05593edd-bc00-48f7-b3a3-aad39c1cafc2","Feb 27, 2024","","","","","","","90","0.63","Feb 27, 2024 at 10:28PM EST","No","","","","","","","","",""
"Trade","","100","Will the **high temp in Miami** be 76-77° on Feb 27 2024?","05593edd-bc00-48f7-b3a3-aad39c1cafc2","Feb 27, 2024","","","","","","","50","1.75","Feb 27, 2024 at 10:28PM EST","No","","","","","","","","",""
"Trade","","10","Will the **high temp in Miami** be 76-77° on Feb 27 2024?","05593edd-bc00-48f7-b3a3-aad39c1cafc2","Feb 27, 2024","","","","","","","90","0.07","Feb 27, 2024 at 10:28PM EST","No","","","","","","","","",""
"Trade","","10","Will the **high temp in Miami** be 76-77° on Feb 27 2024?","05593edd-bc00-48f7-b3a3-aad39c1cafc2","Feb 27, 2024","","","","","","","90","0.07","Feb 27, 2024 at 10:28PM EST","No","","","","","","","","",""
"Trade","","25","Will the **high temp in Miami** be 76-77° on Feb 27 2024?","05593edd-bc00-48f7-b3a3-aad39c1cafc2","Feb 27, 2024","","","","","","","50","0.44","Feb 27, 2024 at 10:28PM EST","No","","","","","","","","",""
"Trade","","10","Will the **high temp in Miami** be 76-77° on Feb 27 2024?","05593edd-bc00-48f7-b3a3-aad39c1cafc2","Feb 27, 2024","","","","","","","50","0.18","Feb 27, 2024 at 10:28PM EST","No","","","","","","","","",""
"Trade","","100","Will the **high temp in Miami** be 74-75° on Feb 27 2024?","bcbf0a99-d1ab-4acf-ac7f-2c2c59cee29a","Feb 27, 2024","","","","","","","40","1.68","Feb 27, 2024 at 10:28PM EST","No","","","","","","","","",""
"Trade","","198","Will the **high temp in Miami** be 74-75° on Feb 27 2024?","bcbf0a99-d1ab-4acf-ac7f-2c2c59cee29a","Feb 27, 2024","","","","","","","1","0.14","Feb 27, 2024 at 10:28PM EST","No","","","","","","","","",""
"Trade","","750","Will the **high temp in Miami** be 74-75° on Feb 27 2024?","bcbf0a99-d1ab-4acf-ac7f-2c2c59cee29a","Feb 27, 2024","","","","","","","90","4.73","Feb 27, 2024 at 10:28PM EST","No","","","","","","","","",""
"Trade","","11","Will the **high temp in Miami** be 74-75° on Feb 27 2024?","bcbf0a99-d1ab-4acf-ac7f-2c2c59cee29a","Feb 27, 2024","","","","","","","82","0.12","Feb 27, 2024 at 10:28PM EST","No","","","","","","","","",""
"Trade","","1","Will the **high temp in Miami** be 72-73° on Feb 27 2024?","e34e89fd-e48f-4759-81e6-55d48504b94c","Feb 27, 2024","","","","","","","90","0.01","Feb 27, 2024 at 10:28PM EST","No","","","","","","","","",""
"Trade","","10","Will the **high temp in Austin** be 85-86° on Feb 27 2024?","e6b7f2bb-f94b-45b9-bd77-24cc26897597","Feb 27, 2024","","","","","","","1","0.01","Feb 27, 2024 at 10:27PM EST","No","","","","","","","","",""
"Trade","","44","Will the **high temp in Austin** be 83-84° on Feb 27 2024?","d26469d2-973a-48cb-9326-ff1546b0d94b","Feb 27, 2024","","","","","","","75","0.58","Feb 27, 2024 at 10:26PM EST","No","","","","","","","","",""
"Trade","","900","Will the **high temp in Austin** be 83-84° on Feb 27 2024?","d26469d2-973a-48cb-9326-ff1546b0d94b","Feb 27, 2024","","","","","","","50","15.75","Feb 27, 2024 at 10:26PM EST","No","","","","","","","","",""
"Trade","","5","Will the **high temp in Austin** be 81-82° on Feb 27 2024?","b0d82a99-83cb-4d3b-a90c-7842296a0000","Feb 27, 2024","","","","","","","50","0.09","Feb 27, 2024 at 10:26PM EST","No","","","","","","","","",""
"Trade","","3","Will the **high temp in Austin** be 81-82° on Feb 27 2024?","b0d82a99-83cb-4d3b-a90c-7842296a0000","Feb 27, 2024","","","","","","","1","0.01","Feb 27, 2024 at 10:26PM EST","No","","","","","","","","",""
"Trade","","5","Will the **high temp in Austin** be 81-82° on Feb 27 2024?","b0d82a99-83cb-4d3b-a90c-7842296a0000","Feb 27, 2024","","","","","","","1","0.01","Feb 27, 2024 at 10:26PM EST","No","","","","","","","","",""
"Trade","","7","Will the **high temp in Austin** be <81° on Feb 27 2024?","0a0a4914-e657-447d-b4c2-a185a53f6d68","Feb 27, 2024","","","","","","","1","0.01","Feb 27, 2024 at 10:26PM EST","Yes","","","","","","","","",""
"Trade","","7","Will the **high temp in Austin** be <81° on Feb 27 2024?","0a0a4914-e657-447d-b4c2-a185a53f6d68","Feb 27, 2024","","","","","","","90","0.05","Feb 27, 2024 at 10:26PM EST","Yes","","","","","","","","",""
"Trade","","10","Will the high temp in Chicago be 75-76° on Feb 27 2024?","b6f28161-8fc6-4e1c-8794-68843df08595","Feb 27, 2024","","","","","","","1","0.01","Feb 27, 2024 at 10:24PM EST","No","","","","","","","","",""
"Trade","","100","Will the high temp in Chicago be 73-74° on Feb 27 2024?","5aacc1a4-4989-4fe8-b078-4da9c384b3df","Feb 27, 2024","","","","","","","99","0.07","Feb 27, 2024 at 10:24PM EST","No","","","","","","","","",""
"Trade","","18","Will the high temp in Chicago be 71-72° on Feb 27 2024?","aecc10e3-22a9-48fe-89f4-9527f89267ae","Feb 27, 2024","","","","","","","50","0.32","Feb 27, 2024 at 10:24PM EST","No","","","","","","","","",""
"Trade","","77","Will the high temp in Chicago be 71-72° on Feb 27 2024?","aecc10e3-22a9-48fe-89f4-9527f89267ae","Feb 27, 2024","","","","","","","40","1.30","Feb 27, 2024 at 10:24PM EST","No","","","","","","","","",""
"Trade","","100","Will the high temp in Chicago be 71-72° on Feb 27 2024?","aecc10e3-22a9-48fe-89f4-9527f89267ae","Feb 27, 2024","","","","","","","60","1.68","Feb 27, 2024 at 10:24PM EST","No","","","","","","","","",""
"Trade","","100","Will the high temp in Chicago be 71-72° on Feb 27 2024?","aecc10e3-22a9-48fe-89f4-9527f89267ae","Feb 27, 2024","","","","","","","50","1.75","Feb 27, 2024 at 10:24PM EST","No","","","","","","","","",""
"Trade","","2","Will the high temp in Chicago be 71-72° on Feb 27 2024?","aecc10e3-22a9-48fe-89f4-9527f89267ae","Feb 27, 2024","","","","","","","90","0.02","Feb 27, 2024 at 10:24PM EST","No","","","","","","","","",""
"Trade","","20","Will the **high temp in NYC** be 54-55° on Feb 27 2024?","b350a22a-d631-4f09-950f-36cc6a537e05","Feb 27, 2024","","","","","","","50","0.35","Feb 27, 2024 at 10:21PM EST","No","","","","","","","","",""
"Trade","","1","Will the **high temp in NYC** be 54-55° on Feb 27 2024?","b350a22a-d631-4f09-950f-36cc6a537e05","Feb 27, 2024","","","","","","","50","0.02","Feb 27, 2024 at 10:21PM EST","No","","","","","","","","",""
"Trade","","745","Will the **high temp in NYC** be 54-55° on Feb 27 2024?","b350a22a-d631-4f09-950f-36cc6a537e05","Feb 27, 2024","","","","","","","90","4.70","Feb 27, 2024 at 10:21PM EST","No","","","","","","","","",""
"Trade","","50","Will the **high temp in NYC** be 56-57° on Feb 27 2024?","77d367c3-18b8-4a1f-a5b2-5f7807f5e0d8","Feb 27, 2024","","","","","","","50","0.88","Feb 27, 2024 at 10:21PM EST","No","","","","","","","","",""
"Trade","","100","Will the **high temp in NYC** be 56-57° on Feb 27 2024?","77d367c3-18b8-4a1f-a5b2-5f7807f5e0d8","Feb 27, 2024","","","","","","","50","1.75","Feb 27, 2024 at 10:21PM EST","No","","","","","","","","",""
"Trade","","100","Will the **high temp in NYC** be 56-57° on Feb 27 2024?","77d367c3-18b8-4a1f-a5b2-5f7807f5e0d8","Feb 27, 2024","","","","","","","60","1.68","Feb 27, 2024 at 10:21PM EST","No","","","","","","","","",""
"Trade","","500","Will the **high temp in NYC** be 56-57° on Feb 27 2024?","77d367c3-18b8-4a1f-a5b2-5f7807f5e0d8","Feb 27, 2024","","","","","","","99","0.35","Feb 27, 2024 at 10:21PM EST","No","","","","","","","","",""
"Trade","","769","Will the **high temp in NYC** be 56-57° on Feb 27 2024?","77d367c3-18b8-4a1f-a5b2-5f7807f5e0d8","Feb 27, 2024","","","","","","","50","13.46","Feb 27, 2024 at 10:21PM EST","No","","","","","","","","",""
"Trade","","10","Will the **high temp in NYC** be 56-57° on Feb 27 2024?","77d367c3-18b8-4a1f-a5b2-5f7807f5e0d8","Feb 27, 2024","","","","","","","99","0.01","Feb 27, 2024 at 10:21PM EST","No","","","","","","","","",""
"Trade","","100","Will the **high temp in NYC** be 56-57° on Feb 27 2024?","77d367c3-18b8-4a1f-a5b2-5f7807f5e0d8","Feb 27, 2024","","","","","","","50","1.75","Feb 27, 2024 at 10:21PM EST","No","","","","","","","","",""
"Trade","","1","Will the **high temp in NYC** be 56-57° on Feb 27 2024?","77d367c3-18b8-4a1f-a5b2-5f7807f5e0d8","Feb 27, 2024","","","","","","","90","0.01","Feb 27, 2024 at 10:21PM EST","No","","","","","","","","",""
"Trade","","728","Will the **high temp in NYC** be 58-59° on Feb 27 2024?","490585c9-a96b-4b18-b310-fbfa1db06371","Feb 27, 2024","","","","","","","98","1.00","Feb 27, 2024 at 10:20PM EST","Yes","","","","","","","","",""
"Trade","","10","Will the high temp in Chicago be 69-70° on Feb 26 2024?","fe1dfaf6-3e2e-4c6b-a79e-5dea6f1f82ce","Feb 26, 2024","","","","","","","1","0.01","Feb 26, 2024 at 9:17PM EST","No","","","","","","","","",""
"Trade","","1","Will the high temp in Chicago be 69-70° on Feb 26 2024?","fe1dfaf6-3e2e-4c6b-a79e-5dea6f1f82ce","Feb 26, 2024","","","","","","","99","0.01","Feb 26, 2024 at 9:17PM EST","No","","","","","","","","",""
"Trade","","22","Will the high temp in Chicago be <63° on Feb 26 2024?","8d10cee7-8975-45ab-9384-df9aa5d01277","Feb 26, 2024","","","","","","","50","0.39","Feb 26, 2024 at 9:17PM EST","No","","","","","","","","",""
"Trade","","750","Will the high temp in Chicago be <63° on Feb 26 2024?","8d10cee7-8975-45ab-9384-df9aa5d01277","Feb 26, 2024","","","","","","","90","4.73","Feb 26, 2024 at 9:17PM EST","No","","","","","","","","",""
"Trade","","22","Will the high temp in Chicago be <63° on Feb 26 2024?","8d10cee7-8975-45ab-9384-df9aa5d01277","Feb 26, 2024","","","","","","","50","0.39","Feb 26, 2024 at 9:17PM EST","No","","","","","","","","",""
"Trade","","100","Will the high temp in Chicago be <63° on Feb 26 2024?","8d10cee7-8975-45ab-9384-df9aa5d01277","Feb 26, 2024","","","","","","","90","0.63","Feb 26, 2024 at 9:17PM EST","No","","","","","","","","",""
"Trade","","20","Will the high temp in Chicago be <63° on Feb 26 2024?","8d10cee7-8975-45ab-9384-df9aa5d01277","Feb 26, 2024","","","","","","","80","0.23","Feb 26, 2024 at 9:17PM EST","No","","","","","","","","",""
"Trade","","100","Will the **high temp in Austin** be <81° on Feb 26 2024?","00dc042e-3285-4ada-8db1-37d4edc43573","Feb 26, 2024","","","","","","","90","0.63","Feb 26, 2024 at 9:15PM EST","No","","","","","","","","",""
"Trade","","745","Will the **high temp in Austin** be <81° on Feb 26 2024?","00dc042e-3285-4ada-8db1-37d4edc43573","Feb 26, 2024","","","","","","","90","4.70","Feb 26, 2024 at 9:15PM EST","No","","","","","","","","",""
"Trade","","7","Will the **high temp in Austin** be 85-86° on Feb 26 2024?","c810616f-6900-40a4-b36f-6cfc20c9c9ce","Feb 26, 2024","","","","","","","50","0.13","Feb 26, 2024 at 9:15PM EST","No","","","","","","","","",""
"Trade","","10","Will the **high temp in Austin** be 85-86° on Feb 26 2024?","c810616f-6900-40a4-b36f-6cfc20c9c9ce","Feb 26, 2024","","","","","","","1","0.01","Feb 26, 2024 at 9:15PM EST","No","","","","","","","","",""
"Trade","","1","Will the **high temp in Austin** be 83-84° on Feb 26 2024?","d0a9f99c-898b-4a45-9cc6-b72cd8b5739e","Feb 26, 2024","","","","","","","99","0.01","Feb 26, 2024 at 9:15PM EST","No","","","","","","","","",""
"Trade","","5","Will the **high temp in Austin** be 83-84° on Feb 26 2024?","d0a9f99c-898b-4a45-9cc6-b72cd8b5739e","Feb 26, 2024","","","","","","","99","0.01","Feb 26, 2024 at 9:15PM EST","No","","","","","","","","",""
"Trade","","44","Will the **high temp in NYC** be 51-52° on Feb 26 2024?","66e91197-e11c-42e8-880e-632002efce90","Feb 26, 2024","","","","","","","50","0.77","Feb 26, 2024 at 9:14PM EST","No","","","","","","","","",""
"Trade","","1","Will the **high temp in NYC** be 55-56° on Feb 26 2024?","499cba35-f786-424e-95f0-83ed11180928","Feb 26, 2024","","","","","","","1","0.01","Feb 26, 2024 at 9:13PM EST","No","","","","","","","","",""
"Trade","","720","Will the **high temp in NYC** be 55-56° on Feb 26 2024?","499cba35-f786-424e-95f0-83ed11180928","Feb 26, 2024","","","","","","","90","4.54","Feb 26, 2024 at 9:13PM EST","No","","","","","","","","",""
"Trade","","20","Will the **high temp in NYC** be 55-56° on Feb 26 2024?","499cba35-f786-424e-95f0-83ed11180928","Feb 26, 2024","","","","","","","1","0.02","Feb 26, 2024 at 9:13PM EST","No","","","","","","","","",""
"Trade","","100","Will the **high temp in NYC** be <49° on Feb 26 2024?","d0d347b8-57cb-48b8-aa32-9838deb88e48","Feb 26, 2024","","","","","","","90","0.63","Feb 26, 2024 at 9:12PM EST","No","","","","","","","","",""
"Trade","","100","Will the **high temp in Miami** be <71° on Feb 26 2024?","8e7069b6-7b7e-4cd7-807e-56a24a01b88e","Feb 26, 2024","","","","","","","90","0.63","Feb 26, 2024 at 9:10PM EST","No","","","","","","","","",""
